Neigh,CSA,Pop2010,Zip,MHINC,TotalCOVIDCases
Central Forest Park,Dorchester/Ashburton,11786.0,21215,45497.3,4962.0
Dolfield,Dorchester/Ashburton,11786.0,21215,45497.3,4962.0
Dorchester,Dorchester/Ashburton,11786.0,21215,45497.3,4962.0
East Arlington,Dorchester/Ashburton,11786.0,21215,45497.3,4962.0
Windsor Hills,Glen-Fallstaff,14914.0,21215,42439.1,4962.0
Fallstaff,Glen-Falstaff,14914.0,21215,42439.1,4962.0
Glen,Glen-Falstaff,14914.0,21215,42439.1,4962.0
Reisterstown Station,Glen-Falstaff,14914.0,21215,42439.1,4962.0
Woodmere,Glen-Falstaff,14914.0,21215,42439.1,4962.0
Burleith-Leighton,Greater Mondawmin,9322.0,21215,36968.8,4962.0
Hanlon-Longwood,Greater Mondawmin,9322.0,21215,36968.8,4962.0
Liberty Square,Greater Mondawmin,9322.0,21215,36968.8,4962.0
Mondawmin,Greater Mondawmin,9322.0,21215,36968.8,4962.0
Panway/Braddish Avenue,Greater Mondawmin,9322.0,21215,36968.8,4962.0
Walbrook,Greater Mondawmin,9322.0,21215,36968.8,4962.0
Highlandtown,Howard Park/W. Arlington,7250.0,21215,88324.0,4962.0
Forest Park Golf Course,Howard Park/West Arlington,10873.0,21215,54999.5,4962.0
Grove Park,Howard Park/West Arlington,10873.0,21215,54999.5,4962.0
Howard Park,Howard Park/West Arlington,10873.0,21215,54999.5,4962.0
Seton Business Park,Howard Park/West Arlington,10873.0,21215,54999.5,4962.0
West Arlington,Howard Park/West Arlington,10873.0,21215,54999.5,4962.0
Druid Hill Park,Penn North/Reservoir Hill,9668.0,21215,35011.5,4962.0
Parkview/Woodbrook,Penn North/Reservoir Hill,9668.0,21215,35011.5,4962.0
Penn North,Penn North/Reservoir Hill,9668.0,21215,35011.5,4962.0
Reservoir Hill,Penn North/Reservoir Hill,9668.0,21215,35011.5,4962.0
Arlington,Pimlico/Arlington/Hilltop,11816.0,21215,32189.6,4962.0
Central Park Heights,Pimlico/Arlington/Hilltop,11816.0,21215,32189.6,4962.0
Cylburn,Pimlico/Arlington/Hilltop,11816.0,21215,32189.6,4962.0
Langston Hughes,Pimlico/Arlington/Hilltop,11816.0,21215,32189.6,4962.0
Levindale,Pimlico/Arlington/Hilltop,11816.0,21215,32189.6,4962.0
Pimlico Good Neighbors,Pimlico/Arlington/Hilltop,11816.0,21215,32189.6,4962.0
Greenspring,Southern Park Heights,13284.0,21215,24824.1,4962.0
Lucille Park,Southern Park Heights,13284.0,21215,24824.1,4962.0
Park Circle,Southern Park Heights,13284.0,21215,24824.1,4962.0
Parklane,Southern Park Heights,13284.0,21215,24824.1,4962.0
Towanda-Grantley,Southern Park Heights,13284.0,21215,24824.1,4962.0
Concerned Citizens Of Forest Park,Forest Park/Walbrook,9849.0,21216,44764.3,2249.0
Fairmont,Forest Park/Walbrook,9849.0,21216,44764.3,2249.0
Forest Park,Forest Park/Walbrook,9849.0,21216,44764.3,2249.0
Garwyn Oaks,Forest Park/Walbrook,9849.0,21216,44764.3,2249.0
Mount Holly,Forest Park/Walbrook,9849.0,21216,44764.3,2249.0
West Forest Park,Forest Park/Walbrook,9849.0,21216,44764.3,2249.0
Windsor Hills,Forest Park/Walbrook,9849.0,21216,44764.3,2249.0
Burleith-Leighton,Greater Mondawmin,9322.0,21216,36968.8,2249.0
Hanlon-Longwood,Greater Mondawmin,9322.0,21216,36968.8,2249.0
Liberty Square,Greater Mondawmin,9322.0,21216,36968.8,2249.0
Mondawmin,Greater Mondawmin,9322.0,21216,36968.8,2249.0
Panway/Braddish Avenue,Greater Mondawmin,9322.0,21216,36968.8,2249.0
Walbrook,Greater Mondawmin,9322.0,21216,36968.8,2249.0
Bridgeview/Greenlawn,Greater Rosemont,19259.0,21216,36379.8,2249.0
Coppin Heights/Ash-Co-East,Greater Rosemont,19259.0,21216,36379.8,2249.0
Evergreen Lawn,Greater Rosemont,19259.0,21216,36379.8,2249.0
Franklintown Road,Greater Rosemont,19259.0,21216,36379.8,2249.0
Mosher,Greater Rosemont,19259.0,21216,36379.8,2249.0
Northwest Community Action,Greater Rosemont,19259.0,21216,36379.8,2249.0
Rosemont,Greater Rosemont,19259.0,21216,36379.8,2249.0
Rosemont Homewoners/Tenants,Greater Rosemont,19259.0,21216,36379.8,2249.0
Winchester,Greater Rosemont,19259.0,21216,36379.8,2249.0
Burleith-Leighton,Greater Mondawmin,9322.0,21217,36968.8,2272.0
Hanlon-Longwood,Greater Mondawmin,9322.0,21217,36968.8,2272.0
Liberty Square,Greater Mondawmin,9322.0,21217,36968.8,2272.0
Mondawmin,Greater Mondawmin,9322.0,21217,36968.8,2272.0
Panway/Braddish Avenue,Greater Mondawmin,9322.0,21217,36968.8,2272.0
Walbrook,Greater Mondawmin,9322.0,21217,36968.8,2272.0
Bridgeview/Greenlawn,Greater Rosemont,19259.0,21217,36379.8,2272.0
Coppin Heights/Ash-Co-East,Greater Rosemont,19259.0,21217,36379.8,2272.0
Evergreen Lawn,Greater Rosemont,19259.0,21217,36379.8,2272.0
Franklintown Road,Greater Rosemont,19259.0,21217,36379.8,2272.0
Mosher,Greater Rosemont,19259.0,21217,36379.8,2272.0
Northwest Community Action,Greater Rosemont,19259.0,21217,36379.8,2272.0
Rosemont,Greater Rosemont,19259.0,21217,36379.8,2272.0
Rosemont Homewoners/Tenants,Greater Rosemont,19259.0,21217,36379.8,2272.0
Winchester,Greater Rosemont,19259.0,21217,36379.8,2272.0
Hampden,Medfield/Hampden/Woodberry/Remington,17388.0,21217,68526.0,2272.0
Hoes Heights,Medfield/Hampden/Woodberry/Remington,17388.0,21217,68526.0,2272.0
Jones Falls Area,Medfield/Hampden/Woodberry/Remington,17388.0,21217,68526.0,2272.0
Medfield,Medfield/Hampden/Woodberry/Remington,17388.0,21217,68526.0,2272.0
Remington,Medfield/Hampden/Woodberry/Remington,17388.0,21217,68526.0,2272.0
Woodberry,Medfield/Hampden/Woodberry/Remington,17388.0,21217,68526.0,2272.0
Wyman Park,Medfield/Hampden/Woodberry/Remington,17388.0,21217,68526.0,2272.0
Bolton Hill,Midtown,15020.0,21217,52477.2,2272.0
Charles North,Midtown,15020.0,21217,52477.2,2272.0
Greenmount West,Midtown,15020.0,21217,52477.2,2272.0
Mid-Town Belvedere,Midtown,15020.0,21217,52477.2,2272.0
Mount Vernon,Midtown,15020.0,21217,52477.2,2272.0
Druid Hill Park,Penn North/Reservoir Hill,9668.0,21217,35011.5,2272.0
Parkview/Woodbrook,Penn North/Reservoir Hill,9668.0,21217,35011.5,2272.0
Penn North,Penn North/Reservoir Hill,9668.0,21217,35011.5,2272.0
Reservoir Hill,Penn North/Reservoir Hill,9668.0,21217,35011.5,2272.0
Easterwood,Sandtown-Winchester/Harlem Park,14896.0,21217,25972.5,2272.0
Harlem Park,Sandtown-Winchester/Harlem Park,14896.0,21217,25972.5,2272.0
Midtown-Edmondson,Sandtown-Winchester/Harlem Park,14896.0,21217,25972.5,2272.0
Sandtown-Winchester,Sandtown-Winchester/Harlem Park,14896.0,21217,25972.5,2272.0
Druid Heights,Upton/Druid Heights,10342.0,21217,21359.0,2272.0
Heritage Crossing,Upton/Druid Heights,10342.0,21217,21359.0,2272.0
Madison Park,Upton/Druid Heights,10342.0,21217,21359.0,2272.0
Upton,Upton/Druid Heights,10342.0,21217,21359.0,2272.0
Belair-Edison,Belair-Edison,17416.0,21218,42633.6,2961.0
Clifton Park,Belair-Edison,17416.0,21218,42633.6,2961.0
Four By Four,Belair-Edison,17416.0,21218,42633.6,2961.0
Herring Run Park,Belair-Edison,17416.0,21218,42633.6,2961.0
Mayfield,Belair-Edison,17416.0,21218,42633.6,2961.0
Abell,Greater Charles Village/Barclay,16391.0,21218,42852.5,2961.0
Barclay,Greater Charles Village/Barclay,16391.0,21218,42852.5,2961.0
Charles Village,Greater Charles Village/Barclay,16391.0,21218,42852.5,2961.0
Harwood,Greater Charles Village/Barclay,16391.0,21218,42852.5,2961.0
Johns Hopkins Homewood,Greater Charles Village/Barclay,16391.0,21218,42852.5,2961.0
Oakenshawe,Greater Charles Village/Barclay,16391.0,21218,42852.5,2961.0
Old Goucher,Greater Charles Village/Barclay,16391.0,21218,42852.5,2961.0
Kenilworth Park,Greater Govans,10681.0,21218,42666.8,2961.0
Pen Lucy,Greater Govans,10681.0,21218,42666.8,2961.0
Richnor Springs,Greater Govans,10681.0,21218,42666.8,2961.0
Wilson Park,Greater Govans,10681.0,21218,42666.8,2961.0
Winston-Govans,Greater Govans,10681.0,21218,42666.8,2961.0
Woodbourne-McCabe,Greater Govans,10681.0,21218,42666.8,2961.0
Wrenlane,Greater Govans,10681.0,21218,42666.8,2961.0
Coldstream Homestead Montebello,Midway/Coldstream,9624.0,21218,34520.1,2961.0
East Baltimore Midway,Midway/Coldstream,9624.0,21218,34520.1,2961.0
Sabina-Mattfeldt,N. Baltimore/Guilford/Homeland,5168.0,21218,84848.1,2961.0
Bellona-Gittings,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Blythewood,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Cedarcroft,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Guilford,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Homeland,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Kernewood,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Lake Evesham,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Loyola/Notre Dame,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Radnor-Winston,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Rosebank,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
The Orchards,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Tuscany-Canterbury,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Villages Of Homeland,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
York-Homeland,North Baltimore/Guilford/Homeland,17464.0,21218,98094.9,2961.0
Hillen,Northwood,16643.0,21218,56197.2,2961.0
Montebello,Northwood,16643.0,21218,56197.2,2961.0
Morgan State University,Northwood,16643.0,21218,56197.2,2961.0
New Northwood,Northwood,16643.0,21218,56197.2,2961.0
Original Northwood,Northwood,16643.0,21218,56197.2,2961.0
Perring Loch,Northwood,16643.0,21218,56197.2,2961.0
Stonewood-Pentwood-Winston,Northwood,16643.0,21218,56197.2,2961.0
Better Waverly,The Waverlies,7753.0,21218,38569.1,2961.0
Ednor Gardens-Lakeside,The Waverlies,7753.0,21218,38569.1,2961.0
Waverly,The Waverlies,7753.0,21218,38569.1,2961.0
Waverly,The Waverlies,7753.0,21219,38569.1,775.0
Waverly,The Waverlies,7753.0,21220,38569.1,3599.0
Waverly,The Waverlies,7753.0,21221,38569.1,3589.0
Canton Industrial Area,Southeastern,6260.0,21222,36666.3,4779.0
Dundalk Marine Terminal,Southeastern,6260.0,21222,36666.3,4779.0
Graceland Park,Southeastern,6260.0,21222,36666.3,4779.0
Holabird Industrial Park,Southeastern,6260.0,21222,36666.3,4779.0
Medford,Southeastern,6260.0,21222,36666.3,4779.0
O'Donnell Heights,Southeastern,6260.0,21222,36666.3,4779.0
Saint Helena,Southeastern,6260.0,21222,36666.3,4779.0
Spring Garden Industrial Area,Southeastern,6260.0,21222,36666.3,4779.0
Allendale,Allendale/Irvington/South Hilton,16217.0,21223,38535.6,1853.0
Carroll-South Hilton,Allendale/Irvington/South Hilton,16217.0,21223,38535.6,1853.0
Gwynns Falls,Allendale/Irvington/South Hilton,16217.0,21223,38535.6,1853.0
Irvington,Allendale/Irvington/South Hilton,16217.0,21223,38535.6,1853.0
Lower Edmondson Village,Allendale/Irvington/South Hilton,16217.0,21223,38535.6,1853.0
Saint Josephs,Allendale/Irvington/South Hilton,16217.0,21223,38535.6,1853.0
Uplands,Allendale/Irvington/South Hilton,16217.0,21223,38535.6,1853.0
Yale Heights,Allendale/Irvington/South Hilton,16217.0,21223,38535.6,1853.0
Bridgeview/Greenlawn,Greater Rosemont,19259.0,21223,36379.8,1853.0
Coppin Heights/Ash-Co-East,Greater Rosemont,19259.0,21223,36379.8,1853.0
Evergreen Lawn,Greater Rosemont,19259.0,21223,36379.8,1853.0
Franklintown Road,Greater Rosemont,19259.0,21223,36379.8,1853.0
Mosher,Greater Rosemont,19259.0,21223,36379.8,1853.0
Northwest Community Action,Greater Rosemont,19259.0,21223,36379.8,1853.0
Rosemont,Greater Rosemont,19259.0,21223,36379.8,1853.0
Rosemont Homewoners/Tenants,Greater Rosemont,19259.0,21223,36379.8,1853.0
Winchester,Greater Rosemont,19259.0,21223,36379.8,1853.0
Hollins Market,Poppleton/The Terraces/Hollins Market,5086.0,21223,20365.8,1853.0
Poppleton,Poppleton/The Terraces/Hollins Market,5086.0,21223,20365.8,1853.0
Easterwood,Sandtown-Winchester/Harlem Park,14896.0,21223,25972.5,1853.0
Harlem Park,Sandtown-Winchester/Harlem Park,14896.0,21223,25972.5,1853.0
Midtown-Edmondson,Sandtown-Winchester/Harlem Park,14896.0,21223,25972.5,1853.0
Sandtown-Winchester,Sandtown-Winchester/Harlem Park,14896.0,21223,25972.5,1853.0
Booth-Boyd,Southwest Baltimore,17885.0,21223,28149.5,1853.0
Carrollton Ridge,Southwest Baltimore,17885.0,21223,28149.5,1853.0
Franklin Square,Southwest Baltimore,17885.0,21223,28149.5,1853.0
Millhill,Southwest Baltimore,17885.0,21223,28149.5,1853.0
New Southwest/Mt. Clare,Southwest Baltimore,17885.0,21223,28149.5,1853.0
Penrose/Fayette Street Outreach,Southwest Baltimore,17885.0,21223,28149.5,1853.0
Shipley Hill,Southwest Baltimore,17885.0,21223,28149.5,1853.0
Union Square,Southwest Baltimore,17885.0,21223,28149.5,1853.0
Barre Circle,Washington Village/Pigtown,5503.0,21223,48273.2,1853.0
Caroll-Camden Industrial Area,Washington Village/Pigtown,5503.0,21223,48273.2,1853.0
Carroll Park,Washington Village/Pigtown,5503.0,21223,48273.2,1853.0
Washington Village/Pigtown,Washington Village/Pigtown,5503.0,21223,48273.2,1853.0
Canton,Canton,8100.0,21224,116911.1,5096.0
Patterson Park,Canton,8100.0,21224,116911.1,5096.0
Pleasant View Gardens,Orangeville/E. Highlandtown,10021.0,21224,19374.1,5096.0
Ellwood Park/Monument,Patterson Park North & East,14549.0,21224,69836.2,5096.0
Patterson Park Neighborhood,Patterson Park North & East,14549.0,21224,69836.2,5096.0
Patterson Place,Patterson Park North & East,14549.0,21224,69836.2,5096.0
Canton Industrial Area,Southeastern,6260.0,21224,36666.3,5096.0
Dundalk Marine Terminal,Southeastern,6260.0,21224,36666.3,5096.0
Graceland Park,Southeastern,6260.0,21224,36666.3,5096.0
Holabird Industrial Park,Southeastern,6260.0,21224,36666.3,5096.0
Medford,Southeastern,6260.0,21224,36666.3,5096.0
O'Donnell Heights,Southeastern,6260.0,21224,36666.3,5096.0
Saint Helena,Southeastern,6260.0,21224,36666.3,5096.0
Spring Garden Industrial Area,Southeastern,6260.0,21224,36666.3,5096.0
Brooklyn,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21225,39936.5,2710.0
Curtis Bay,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21225,39936.5,2710.0
Curtis Bay Industrial Area,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21225,39936.5,2710.0
Fairfield Area,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21225,39936.5,2710.0
Hawkins Point,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21225,39936.5,2710.0
Cherry Hill,Cherry Hill,8202.0,21225,25132.3,2710.0
Middle Branch/Reedbird Parks,Cherry Hill,8202.0,21225,25132.3,2710.0
Lakeland,Westport/Mt. Winans/Lakeland,7119.0,21225,36974.4,2710.0
Mt. Winans,Westport/Mt. Winans/Lakeland,7119.0,21225,36974.4,2710.0
Westport,Westport/Mt. Winans/Lakeland,7119.0,21225,36974.4,2710.0
Brooklyn,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21226,39936.5,516.0
Curtis Bay,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21226,39936.5,516.0
Curtis Bay Industrial Area,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21226,39936.5,516.0
Fairfield Area,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21226,39936.5,516.0
Hawkins Point,Brooklyn/Curtis Bay/Hawkins Point,14243.0,21226,39936.5,516.0
Morrell Park,Morrell Park/Violetville,8964.0,21227,42993.0,2950.0
Oaklee,Morrell Park/Violetville,8964.0,21227,42993.0,2950.0
Saint Agnes,Morrell Park/Violetville,8964.0,21227,42993.0,2950.0
Saint Paul,Morrell Park/Violetville,8964.0,21227,42993.0,2950.0
Violetville,Morrell Park/Violetville,8964.0,21227,42993.0,2950.0
Wilhelm Park,Morrell Park/Violetville,8964.0,21227,42993.0,2950.0
Lakeland,Westport/Mt. Winans/Lakeland,7119.0,21227,36974.4,2950.0
Mt. Winans,Westport/Mt. Winans/Lakeland,7119.0,21227,36974.4,2950.0
Westport,Westport/Mt. Winans/Lakeland,7119.0,21227,36974.4,2950.0
Beechfield,Beechfield/Ten Hills/West Hills,12264.0,21228,58055.3,4074.0
Hunting Ridge,Beechfield/Ten Hills/West Hills,12264.0,21228,58055.3,4074.0
Ten Hills,Beechfield/Ten Hills/West Hills,12264.0,21228,58055.3,4074.0
Tremont,Beechfield/Ten Hills/West Hills,12264.0,21228,58055.3,4074.0
West Hills,Beechfield/Ten Hills/West Hills,12264.0,21228,58055.3,4074.0
Westgate,Beechfield/Ten Hills/West Hills,12264.0,21228,58055.3,4074.0
Allendale,Allendale/Irvington/South Hilton,16217.0,21229,38535.6,4017.0
Carroll-South Hilton,Allendale/Irvington/South Hilton,16217.0,21229,38535.6,4017.0
Gwynns Falls,Allendale/Irvington/South Hilton,16217.0,21229,38535.6,4017.0
Irvington,Allendale/Irvington/South Hilton,16217.0,21229,38535.6,4017.0
Lower Edmondson Village,Allendale/Irvington/South Hilton,16217.0,21229,38535.6,4017.0
Saint Josephs,Allendale/Irvington/South Hilton,16217.0,21229,38535.6,4017.0
Uplands,Allendale/Irvington/South Hilton,16217.0,21229,38535.6,4017.0
Yale Heights,Allendale/Irvington/South Hilton,16217.0,21229,38535.6,4017.0
Yale Heights,Baltimore City,16217.0,21229,48840.0,4017.0
Beechfield,Beechfield/Ten Hills/West Hills,12264.0,21229,58055.3,4017.0
Hunting Ridge,Beechfield/Ten Hills/West Hills,12264.0,21229,58055.3,4017.0
Ten Hills,Beechfield/Ten Hills/West Hills,12264.0,21229,58055.3,4017.0
Tremont,Beechfield/Ten Hills/West Hills,12264.0,21229,58055.3,4017.0
West Hills,Beechfield/Ten Hills/West Hills,12264.0,21229,58055.3,4017.0
Westgate,Beechfield/Ten Hills/West Hills,12264.0,21229,58055.3,4017.0
Edgewood,Edmondson Village,7900.0,21229,43809.8,4017.0
Edmondson Village,Edmondson Village,7900.0,21229,43809.8,4017.0
Gwynns Falls/Leakin Park,Edmondson Village,7900.0,21229,43809.8,4017.0
Rognel Heights,Edmondson Village,7900.0,21229,43809.8,4017.0
Morrell Park,Morrell Park/Violetville,8964.0,21229,42993.0,4017.0
Oaklee,Morrell Park/Violetville,8964.0,21229,42993.0,4017.0
Saint Agnes,Morrell Park/Violetville,8964.0,21229,42993.0,4017.0
Saint Paul,Morrell Park/Violetville,8964.0,21229,42993.0,4017.0
Violetville,Morrell Park/Violetville,8964.0,21229,42993.0,4017.0
Wilhelm Park,Morrell Park/Violetville,8964.0,21229,42993.0,4017.0
Cherry Hill,Cherry Hill,8202.0,21230,25132.3,2865.0
Middle Branch/Reedbird Parks,Cherry Hill,8202.0,21230,25132.3,2865.0
Downtown West,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
Federal Hill,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
Inner Harbor,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
Otterbein,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
Ridgely's Delight,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
Riverside,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
Sharp-Leadenhall,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
South Baltimore,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
Stadium Area,Inner Harbor/Federal Hill,12855.0,21230,100932.2,2865.0
Morrell Park,Morrell Park/Violetville,8964.0,21230,42993.0,2865.0
Oaklee,Morrell Park/Violetville,8964.0,21230,42993.0,2865.0
Saint Agnes,Morrell Park/Violetville,8964.0,21230,42993.0,2865.0
Saint Paul,Morrell Park/Violetville,8964.0,21230,42993.0,2865.0
Violetville,Morrell Park/Violetville,8964.0,21230,42993.0,2865.0
Wilhelm Park,Morrell Park/Violetville,8964.0,21230,42993.0,2865.0
Wilhelm Park,Mount Washington/Coldspring,5168.0,21230,84848.1,2865.0
Locust Point,South Baltimore,6406.0,21230,114107.3,2865.0
Locust Point Industrial Area,South Baltimore,6406.0,21230,114107.3,2865.0
Port Covington,South Baltimore,6406.0,21230,114107.3,2865.0
Barre Circle,Washington Village/Pigtown,5503.0,21230,48273.2,2865.0
Caroll-Camden Industrial Area,Washington Village/Pigtown,5503.0,21230,48273.2,2865.0
Carroll Park,Washington Village/Pigtown,5503.0,21230,48273.2,2865.0
Washington Village/Pigtown,Washington Village/Pigtown,5503.0,21230,48273.2,2865.0
Washington Village/Pigtown,Westport/Mount Winans/Lakeland,7119.0,21230,36974.4,2865.0
