,Zip Code,AREALAND,AREAWATR,Pop2010_x,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,TotalCases
7,20601,115635266.0,387684.0,24156.0,8722.0,9785.0,11146.0,155.0,880.0,11.0,48.0,849.0,1282.0,40.5,46.1,0.6,3.6,0.0,0.2,3.5,5.3,1922.0,8.0,37.3,376.0,4.3,71.1,11.2,19.9,30.4,1796.0
8,20602,35830723.0,352762.0,24955.0,9736.0,8466.0,13054.0,116.0,731.0,15.0,58.0,999.0,1516.0,33.9,52.3,0.5,2.9,0.1,0.2,4.0,6.1,1964.0,7.9,32.6,769.0,7.9,59.7,9.0,34.4,43.6,1985.0
9,20603,44239637.0,219356.0,28967.0,10317.0,9625.0,15025.0,98.0,1446.0,24.0,65.0,1091.0,1593.0,33.2,51.9,0.3,5.0,0.1,0.2,3.8,5.5,1400.0,4.8,34.5,531.0,5.1,73.8,4.7,22.6,29.9,2104.0
11,20606,7501011.0,1248760.0,431.0,230.0,377.0,45.0,1.0,4.0,0.0,0.0,0.0,4.0,87.5,10.4,0.2,0.9,0.0,0.0,0.0,0.9,108.0,25.1,49.1,15.0,6.5,49.7,39.3,18.1,31.2,12.0
12,20607,54357590.0,448221.0,9802.0,3504.0,2165.0,6321.0,33.0,560.0,3.0,6.0,234.0,480.0,22.1,64.5,0.3,5.7,0.0,0.1,2.4,4.9,847.0,8.6,40.9,172.0,4.9,83.1,10.3,7.4,22.1,853.0
13,20608,45583064.0,5330329.0,919.0,426.0,438.0,453.0,5.0,2.0,0.0,0.0,9.0,12.0,47.7,49.3,0.5,0.2,0.0,0.0,1.0,1.3,173.0,18.8,46.6,39.0,9.2,60.4,28.2,15.9,14.1,39.0
14,20609,25723294.0,6602735.0,1120.0,554.0,1009.0,82.0,2.0,1.0,1.0,0.0,15.0,10.0,90.1,7.3,0.2,0.1,0.1,0.0,1.3,0.9,271.0,24.2,47.6,32.0,5.8,44.8,38.7,27.0,28.9,41.0
15,20611,18243786.0,33481.0,1078.0,413.0,798.0,215.0,5.0,10.0,0.0,0.0,33.0,17.0,74.0,19.9,0.5,0.9,0.0,0.0,3.1,1.6,129.0,12.0,44.3,22.0,5.3,63.8,21.8,18.3,24.5,59.0
16,20612,604744.0,1337569.0,261.0,142.0,245.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,93.9,4.6,0.0,0.0,0.0,0.0,0.4,1.1,54.0,20.7,47.3,14.0,9.9,38.3,43.9,31.7,43.9,13.0
17,20613,195821362.0,3726835.0,11860.0,4424.0,4044.0,6786.0,106.0,186.0,4.0,8.0,321.0,405.0,34.1,57.2,0.9,1.6,0.0,0.1,2.7,3.4,1372.0,11.6,40.8,249.0,5.6,73.9,17.4,10.5,26.7,1103.0
18,20615,1883242.0,220896.0,405.0,204.0,352.0,32.0,2.0,3.0,1.0,0.0,13.0,2.0,86.9,7.9,0.5,0.7,0.2,0.0,3.2,0.5,73.0,18.0,42.4,18.0,8.8,60.9,25.2,18.6,25.9,20.0
19,20616,25397165.0,3717651.0,5857.0,2203.0,1891.0,3309.0,32.0,165.0,2.0,1.0,213.0,244.0,32.3,56.5,0.5,2.8,0.0,0.0,3.6,4.2,553.0,9.4,36.3,158.0,7.2,70.1,17.4,15.1,35.7,484.0
20,20617,16949455.0,17679.0,781.0,301.0,587.0,163.0,3.0,5.0,0.0,0.0,14.0,9.0,75.2,20.9,0.4,0.6,0.0,0.0,1.8,1.2,174.0,22.3,47.8,8.0,2.7,63.9,31.4,6.9,22.2,50.0
21,20618,14439547.0,2492573.0,607.0,280.0,523.0,65.0,4.0,1.0,0.0,3.0,4.0,7.0,86.2,10.7,0.7,0.2,0.0,0.5,0.7,1.2,138.0,22.7,45.2,18.0,6.4,52.6,35.3,18.6,26.5,37.0
22,20619,40517011.0,3714765.0,10503.0,4366.0,8071.0,1111.0,38.0,402.0,4.0,5.0,325.0,547.0,76.8,10.6,0.4,3.8,0.0,0.0,3.1,5.2,808.0,7.7,34.0,260.0,6.0,55.8,14.7,34.5,24.8,621.0
23,20620,10023159.0,240541.0,1443.0,557.0,1057.0,230.0,8.0,47.0,1.0,8.0,55.0,37.0,73.3,15.9,0.6,3.3,0.1,0.6,3.8,2.6,129.0,8.9,36.8,34.0,6.1,61.1,19.2,24.3,32.7,95.0
24,20621,35945451.0,4052045.0,1373.0,777.0,912.0,413.0,11.0,1.0,0.0,0.0,26.0,10.0,66.4,30.1,0.8,0.1,0.0,0.0,1.9,0.7,217.0,15.8,41.8,68.0,8.8,58.0,31.3,15.6,29.3,49.0
25,20622,96821277.0,1645404.0,4900.0,1485.0,3998.0,695.0,9.0,29.0,3.0,5.0,73.0,88.0,81.6,14.2,0.2,0.6,0.1,0.1,1.5,1.8,894.0,18.2,43.2,53.0,3.6,68.8,21.1,12.8,15.6,464.0
26,20623,4987134.0,19273.0,2744.0,892.0,370.0,2187.0,15.0,38.0,1.0,10.0,65.0,58.0,13.5,79.7,0.5,1.4,0.0,0.4,2.4,2.1,165.0,6.0,39.4,39.0,4.4,89.0,6.4,4.9,25.6,185.0
27,20624,32369763.0,1238952.0,1282.0,487.0,1145.0,118.0,3.0,1.0,0.0,0.0,9.0,6.0,89.3,9.2,0.2,0.1,0.0,0.0,0.7,0.5,128.0,10.0,39.1,15.0,3.1,56.4,30.9,18.4,22.6,77.0
28,20625,1244964.0,289553.0,1062.0,609.0,971.0,33.0,2.0,6.0,0.0,0.0,32.0,18.0,91.4,3.1,0.2,0.6,0.0,0.0,3.0,1.7,182.0,17.1,43.3,42.0,6.9,63.4,23.5,17.1,31.0,36.0
29,20626,3135030.0,3998116.0,373.0,230.0,337.0,21.0,0.0,0.0,3.0,1.0,4.0,7.0,90.3,5.6,0.0,0.0,0.8,0.3,1.1,1.9,90.0,24.1,46.1,16.0,7.0,46.6,42.3,19.3,37.7,11.0
30,20628,17224678.0,14584224.0,594.0,271.0,520.0,40.0,0.0,4.0,0.0,1.0,9.0,20.0,87.5,6.7,0.0,0.7,0.0,0.2,1.5,3.4,81.0,13.6,42.5,17.0,6.3,57.9,25.8,21.9,23.9,20.0
31,20629,1116993.0,448503.0,535.0,341.0,465.0,38.0,1.0,13.0,0.0,0.0,5.0,13.0,86.9,7.1,0.2,2.4,0.0,0.0,0.9,2.4,99.0,18.5,47.9,24.0,7.0,54.1,24.9,28.0,26.7,0.0
32,20630,14747899.0,6565539.0,348.0,174.0,287.0,52.0,0.0,4.0,0.0,0.0,3.0,2.0,82.5,14.9,0.0,1.1,0.0,0.0,0.9,0.6,60.0,17.2,47.9,15.0,8.6,49.3,37.3,21.4,23.7,41.0
33,20632,19035978.0,424172.0,347.0,131.0,289.0,34.0,4.0,4.0,0.0,3.0,6.0,7.0,83.3,9.8,1.2,1.2,0.0,0.9,1.7,2.0,36.0,10.4,42.4,6.0,4.6,56.0,34.0,15.2,29.5,37.0
34,20634,17757492.0,901110.0,5927.0,2375.0,3727.0,1334.0,11.0,270.0,3.0,5.0,213.0,364.0,62.9,22.5,0.2,4.6,0.1,0.1,3.6,6.1,376.0,6.3,33.4,151.0,6.4,60.4,10.9,32.2,31.2,394.0
35,20636,95184610.0,21321636.0,9937.0,3796.0,8680.0,660.0,23.0,158.0,0.0,4.0,198.0,214.0,87.4,6.6,0.2,1.6,0.0,0.0,2.0,2.2,1177.0,11.8,40.3,172.0,4.5,65.8,21.3,16.4,19.9,517.0
36,20637,80158456.0,3428515.0,5423.0,1882.0,4050.0,972.0,26.0,95.0,3.0,17.0,136.0,124.0,74.7,17.9,0.5,1.8,0.1,0.3,2.5,2.3,592.0,10.9,42.5,75.0,4.0,75.8,16.9,8.7,18.1,280.0
37,20639,108425050.0,4964875.0,14227.0,4832.0,11619.0,1595.0,38.0,284.0,5.0,19.0,319.0,348.0,81.7,11.2,0.3,2.0,0.0,0.1,2.2,2.4,1463.0,10.3,41.8,140.0,2.9,77.1,16.6,7.5,16.4,626.0
38,20640,107965919.0,18435586.0,10438.0,4089.0,4832.0,4575.0,106.0,262.0,5.0,10.0,342.0,306.0,46.3,43.8,1.0,2.5,0.0,0.1,3.3,2.9,1055.0,10.1,35.1,393.0,9.6,61.1,21.1,22.6,36.6,651.0
40,20645,5686073.0,4075598.0,857.0,386.0,758.0,65.0,2.0,6.0,0.0,0.0,15.0,11.0,88.4,7.6,0.2,0.7,0.0,0.0,1.8,1.3,179.0,20.9,46.4,23.0,6.0,75.4,18.7,7.3,20.7,51.0
41,20646,213580764.0,1853415.0,18890.0,7015.0,13666.0,3766.0,95.0,385.0,14.0,14.0,411.0,539.0,72.3,19.9,0.5,2.0,0.1,0.1,2.2,2.9,2674.0,14.2,42.2,328.0,4.7,65.9,19.5,18.2,26.1,1161.0
42,20650,155914556.0,32039358.0,13717.0,5412.0,11542.0,1120.0,40.0,350.0,2.0,15.0,279.0,369.0,84.1,8.2,0.3,2.6,0.0,0.1,2.0,2.7,1840.0,13.4,41.1,315.0,5.8,57.6,23.6,24.6,20.3,712.0
43,20653,84244771.0,9242954.0,24481.0,10066.0,13997.0,6635.0,97.0,1012.0,25.0,57.0,1035.0,1623.0,57.2,27.1,0.4,4.1,0.1,0.2,4.2,6.6,1643.0,6.7,30.6,766.0,7.6,43.4,19.5,46.1,42.4,1311.0
45,20657,77903257.0,22483528.0,20483.0,7765.0,15443.0,3332.0,75.0,234.0,20.0,24.0,592.0,763.0,75.4,16.3,0.4,1.1,0.1,0.1,2.9,3.7,1752.0,8.6,35.1,374.0,4.8,74.2,12.3,15.4,27.3,900.0
46,20658,7793913.0,14245.0,854.0,377.0,525.0,270.0,12.0,3.0,0.0,1.0,15.0,28.0,61.5,31.6,1.4,0.4,0.0,0.1,1.8,3.3,133.0,15.6,45.1,34.0,9.0,58.5,29.5,17.0,35.5,56.0
47,20659,242995087.0,29122140.0,23498.0,8150.0,20575.0,1812.0,80.0,160.0,10.0,16.0,442.0,403.0,87.6,7.7,0.3,0.7,0.0,0.1,1.9,1.7,2254.0,9.6,37.4,321.0,3.9,71.9,17.2,13.2,19.3,1156.0
49,20662,147909322.0,25017475.0,2934.0,1229.0,1805.0,994.0,29.0,8.0,1.0,4.0,59.0,34.0,61.5,33.9,1.0,0.3,0.0,0.1,2.0,1.2,374.0,12.7,41.9,125.0,10.2,55.9,30.4,19.6,31.7,152.0
50,20664,106512338.0,14123605.0,2987.0,1384.0,2220.0,587.0,29.0,18.0,0.0,5.0,67.0,61.0,74.3,19.7,1.0,0.6,0.0,0.2,2.2,2.0,447.0,15.0,42.9,141.0,10.2,57.7,26.0,22.0,26.0,139.0
51,20667,5225924.0,951067.0,494.0,222.0,303.0,163.0,2.0,5.0,0.0,0.0,11.0,10.0,61.3,33.0,0.4,1.0,0.0,0.0,2.2,2.0,63.0,12.8,40.1,19.0,8.6,43.9,36.3,31.1,41.9,12.0
52,20670,24425828.0,14642218.0,1014.0,225.0,647.0,169.0,2.0,20.0,5.0,0.0,49.0,122.0,63.8,16.7,0.2,2.0,0.5,0.0,4.8,12.0,2.0,0.2,22.0,12.0,5.3,0.5,0.0,99.5,9.0,50.0
53,20674,5149701.0,10400008.0,830.0,511.0,669.0,77.0,3.0,26.0,2.0,0.0,28.0,25.0,80.6,9.3,0.4,3.1,0.2,0.0,3.4,3.0,159.0,19.2,47.9,32.0,6.3,53.7,27.4,25.9,42.9,26.0
54,20675,15647644.0,0.0,1671.0,613.0,1033.0,458.0,54.0,33.0,1.0,1.0,35.0,56.0,61.8,27.4,3.2,2.0,0.1,0.1,2.1,3.4,278.0,16.6,45.1,20.0,3.3,72.0,22.0,7.8,19.1,95.0
55,20676,42872913.0,2991716.0,3871.0,1545.0,3150.0,516.0,13.0,42.0,0.0,3.0,59.0,88.0,81.4,13.3,0.3,1.1,0.0,0.1,1.5,2.3,460.0,11.9,42.2,57.0,3.7,73.7,19.1,8.9,19.3,97.0
56,20677,39910132.0,5019649.0,2322.0,878.0,1747.0,438.0,27.0,38.0,2.0,1.0,28.0,41.0,75.2,18.9,1.2,1.6,0.1,0.0,1.2,1.8,323.0,13.9,44.0,52.0,5.9,73.9,18.5,9.3,21.4,125.0
57,20678,110719859.0,21008404.0,11045.0,4121.0,7888.0,2407.0,29.0,158.0,0.0,13.0,291.0,259.0,71.4,21.8,0.3,1.4,0.0,0.1,2.6,2.3,1351.0,12.2,39.8,229.0,5.6,59.2,18.9,27.0,33.6,602.0
58,20680,15940938.0,4787193.0,1119.0,585.0,938.0,123.0,5.0,9.0,2.0,0.0,21.0,21.0,83.8,11.0,0.4,0.8,0.2,0.0,1.9,1.9,203.0,18.1,45.2,48.0,8.2,42.1,41.8,27.6,36.4,21.0
59,20684,23553634.0,3757413.0,1125.0,503.0,921.0,141.0,0.0,5.0,1.0,1.0,21.0,35.0,81.9,12.5,0.0,0.4,0.1,0.1,1.9,3.1,175.0,15.6,45.0,30.0,6.0,53.7,30.1,23.1,30.6,44.0
60,20685,57649594.0,23161836.0,6471.0,2499.0,5431.0,680.0,15.0,34.0,0.0,3.0,113.0,195.0,83.9,10.5,0.2,0.5,0.0,0.0,1.7,3.0,630.0,9.7,40.4,113.0,4.5,75.9,14.4,11.3,19.2,259.0
62,20687,15402392.0,20928213.0,313.0,244.0,271.0,21.0,0.0,5.0,0.0,1.0,11.0,4.0,86.6,6.7,0.0,1.6,0.0,0.3,3.5,1.3,59.0,18.8,49.0,20.0,8.2,45.4,36.1,28.9,37.0,18.0
63,20688,3708374.0,5807342.0,1828.0,1188.0,1621.0,127.0,1.0,25.0,0.0,2.0,30.0,22.0,88.7,6.9,0.1,1.4,0.0,0.1,1.6,1.2,853.0,46.7,62.4,104.0,8.8,30.9,40.8,47.7,30.4,106.0
64,20689,20155032.0,61647.0,1694.0,579.0,1147.0,435.0,3.0,10.0,2.0,3.0,28.0,66.0,67.7,25.7,0.2,0.6,0.1,0.2,1.7,3.9,204.0,12.0,43.3,21.0,3.6,72.6,19.5,9.9,15.5,88.0
65,20690,4685435.0,1530708.0,740.0,369.0,659.0,20.0,1.0,21.0,1.0,0.0,12.0,26.0,89.1,2.7,0.1,2.8,0.1,0.0,1.6,3.5,123.0,16.6,46.5,20.0,5.4,63.6,19.9,20.5,14.4,23.0
66,20692,22533055.0,1099702.0,1051.0,434.0,903.0,96.0,1.0,5.0,1.0,0.0,29.0,16.0,85.9,9.1,0.1,0.5,0.1,0.0,2.8,1.5,112.0,10.7,41.9,30.0,6.9,60.3,25.8,18.8,20.3,48.0
67,20693,52285009.0,13685613.0,1088.0,424.0,912.0,129.0,4.0,3.0,0.0,0.0,30.0,10.0,83.8,11.9,0.4,0.3,0.0,0.0,2.8,0.9,131.0,12.0,42.2,33.0,7.8,71.5,19.6,11.0,21.8,61.0
68,20695,32761135.0,133483.0,6794.0,2574.0,3129.0,2948.0,51.0,169.0,7.0,11.0,205.0,274.0,46.1,43.4,0.8,2.5,0.1,0.2,3.0,4.0,768.0,11.3,39.2,110.0,4.3,74.1,12.7,15.1,26.4,849.0
69,20701,3428521.0,6563.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,60.5,0.0,0.0,0.0,0.0,100.0,0.0,35.0
73,20705,40930151.0,266150.0,26188.0,9281.0,6094.0,10065.0,46.0,3022.0,7.0,135.0,650.0,6169.0,23.3,38.4,0.2,11.5,0.0,0.5,2.5,23.6,2645.0,10.1,35.7,557.0,6.0,55.9,16.0,33.4,31.4,3001.0
74,20706,26832451.0,131889.0,38692.0,13065.0,3426.0,26507.0,61.0,1576.0,23.0,86.0,642.0,6371.0,8.9,68.5,0.2,4.1,0.1,0.2,1.7,16.5,3760.0,9.7,34.0,822.0,6.3,56.4,14.2,34.2,39.6,4807.0
75,20707,28896187.0,481328.0,31538.0,13576.0,9599.0,13425.0,72.0,2849.0,15.0,111.0,796.0,4671.0,30.4,42.6,0.2,9.0,0.0,0.4,2.5,14.8,2998.0,9.5,35.7,892.0,6.6,53.6,12.5,38.7,32.6,3360.0
76,20708,36245211.0,784570.0,25546.0,10733.0,4874.0,15394.0,57.0,1146.0,7.0,84.0,710.0,3274.0,19.1,60.3,0.2,4.5,0.0,0.3,2.8,12.8,1876.0,7.3,32.0,789.0,7.4,31.0,15.1,63.5,45.3,2505.0
77,20710,2847143.0,8094.0,9313.0,3882.0,483.0,5951.0,25.0,190.0,2.0,19.0,120.0,2523.0,5.2,63.9,0.3,2.0,0.0,0.2,1.3,27.1,872.0,9.4,31.5,286.0,7.4,19.9,12.9,77.2,50.9,974.0
78,20711,88051334.0,1420884.0,6643.0,2710.0,5190.0,985.0,39.0,41.0,1.0,7.0,187.0,193.0,78.1,14.8,0.6,0.6,0.0,0.1,2.8,2.9,1036.0,15.6,44.3,146.0,5.4,50.4,43.0,11.5,30.4,514.0
79,20712,1892811.0,12394.0,9031.0,3927.0,1112.0,4630.0,27.0,197.0,2.0,36.0,137.0,2890.0,12.3,51.3,0.3,2.2,0.0,0.4,1.5,32.0,589.0,6.5,32.6,264.0,6.7,23.0,13.6,73.4,49.0,760.0
80,20714,6037605.0,4535724.0,4345.0,2179.0,3705.0,301.0,21.0,54.0,1.0,8.0,142.0,113.0,85.3,6.9,0.5,1.2,0.0,0.2,3.3,2.6,473.0,10.9,37.8,207.0,9.5,57.4,12.2,34.7,39.0,205.0
81,20715,37644219.0,169230.0,26382.0,9357.0,14978.0,7746.0,48.0,931.0,4.0,56.0,847.0,1772.0,56.8,29.4,0.2,3.5,0.0,0.2,3.2,6.7,3826.0,14.5,40.5,274.0,2.9,72.6,19.8,9.5,22.7,1568.0
82,20716,29884962.0,178423.0,20787.0,8469.0,5572.0,12428.0,54.0,920.0,12.0,83.0,631.0,1087.0,26.8,59.8,0.3,4.4,0.1,0.4,3.0,5.2,2097.0,10.1,37.8,372.0,4.4,67.9,7.9,26.3,32.1,1570.0
86,20720,28942710.0,207151.0,21031.0,7229.0,4207.0,13522.0,62.0,1479.0,1.0,37.0,541.0,1182.0,20.0,64.3,0.3,7.0,0.0,0.2,2.6,5.6,1443.0,6.9,38.9,289.0,4.0,87.0,6.6,6.9,23.5,1816.0
87,20721,43235668.0,376606.0,27016.0,9595.0,1667.0,23354.0,49.0,605.0,4.0,46.0,539.0,752.0,6.2,86.4,0.2,2.2,0.0,0.2,2.0,2.8,2851.0,10.6,41.9,400.0,4.2,83.7,5.6,11.3,28.0,2198.0
88,20722,3810192.0,79461.0,5711.0,1945.0,740.0,2187.0,18.0,255.0,0.0,16.0,111.0,2384.0,13.0,38.3,0.3,4.5,0.0,0.3,1.9,41.7,512.0,9.0,35.0,191.0,9.8,60.8,14.9,28.6,35.7,722.0
89,20723,34017963.0,1095691.0,28972.0,10491.0,13767.0,7563.0,64.0,4139.0,12.0,85.0,974.0,2368.0,47.5,26.1,0.2,14.3,0.0,0.3,3.4,8.2,1720.0,5.9,35.1,451.0,4.3,63.9,11.4,27.9,22.8,2311.0
90,20724,20761159.0,0.0,16093.0,6615.0,5436.0,6626.0,35.0,1321.0,8.0,35.0,481.0,2151.0,33.8,41.2,0.2,8.2,0.0,0.2,3.0,13.4,990.0,6.2,33.7,314.0,4.7,53.7,12.7,38.5,35.0,1598.0
92,20732,26384774.0,6619580.0,9919.0,3957.0,8111.0,1123.0,44.0,112.0,4.0,10.0,234.0,281.0,81.8,11.3,0.4,1.1,0.0,0.1,2.4,2.8,746.0,7.5,37.7,256.0,6.5,72.4,10.9,18.7,29.7,447.0
93,20733,8509429.0,1055182.0,2672.0,1108.0,2188.0,314.0,11.0,23.0,2.0,4.0,48.0,82.0,81.9,11.8,0.4,0.9,0.1,0.1,1.8,3.1,313.0,11.7,43.1,60.0,5.4,75.5,13.6,12.6,27.9,157.0
94,20735,67167555.0,284829.0,35421.0,12617.0,3437.0,28393.0,98.0,870.0,11.0,56.0,731.0,1825.0,9.7,80.2,0.3,2.5,0.0,0.2,2.1,5.2,4043.0,11.4,41.3,611.0,4.8,80.8,8.8,11.4,33.8,3367.0
95,20736,66156497.0,1655248.0,8904.0,3037.0,7512.0,861.0,21.0,146.0,3.0,11.0,173.0,177.0,84.4,9.7,0.2,1.6,0.0,0.1,1.9,2.0,947.0,10.6,42.9,89.0,2.9,78.4,15.8,6.9,14.7,431.0
96,20737,10724278.0,76543.0,20684.0,6227.0,2449.0,7202.0,47.0,619.0,8.0,52.0,368.0,9939.0,11.8,34.8,0.2,3.0,0.0,0.3,1.8,48.1,1255.0,6.1,29.7,465.0,7.5,42.8,14.7,49.8,36.9,2688.0
97,20740,20714189.0,159386.0,28780.0,11011.0,15280.0,4492.0,57.0,3716.0,18.0,82.0,798.0,4337.0,53.1,15.6,0.2,12.9,0.1,0.3,2.8,15.1,2162.0,7.5,24.0,1642.0,14.9,34.9,23.9,54.1,28.3,2490.0
99,20742,1918801.0,0.0,7808.0,1.0,4905.0,875.0,8.0,1259.0,4.0,107.0,201.0,449.0,62.8,11.2,0.1,16.1,0.1,1.4,2.6,5.8,0.0,0.0,19.4,0.0,0.0,0.0,0.0,100.0,0.0,511.0
100,20743,25190668.0,21486.0,38621.0,15511.0,846.0,34764.0,110.0,149.0,1.0,44.0,597.0,2110.0,2.2,90.0,0.3,0.4,0.0,0.1,1.5,5.5,4683.0,12.1,35.8,1603.0,10.3,53.2,17.1,35.9,62.4,3449.0
101,20744,68211790.0,323424.0,50722.0,19468.0,4202.0,38225.0,124.0,3084.0,19.0,111.0,1176.0,3781.0,8.3,75.4,0.2,6.1,0.0,0.2,2.3,7.5,6792.0,13.4,41.5,1251.0,6.4,70.6,11.5,20.1,39.4,4315.0
102,20745,16741975.0,262294.0,28451.0,12165.0,1310.0,22460.0,52.0,1259.0,10.0,55.0,524.0,2781.0,4.6,78.9,0.2,4.4,0.0,0.2,1.8,9.8,2616.0,9.2,35.4,1094.0,9.0,37.2,13.5,57.0,60.5,2723.0
103,20746,20404769.0,42326.0,28838.0,12548.0,1279.0,24750.0,94.0,312.0,14.0,42.0,522.0,1825.0,4.4,85.8,0.3,1.1,0.0,0.1,1.8,6.3,2717.0,9.4,33.5,998.0,8.0,35.2,11.7,60.1,64.1,2442.0
104,20747,19771363.0,5039.0,40054.0,16486.0,1261.0,35993.0,100.0,297.0,11.0,54.0,644.0,1694.0,3.1,89.9,0.2,0.7,0.0,0.1,1.6,4.2,3221.0,8.0,34.2,1145.0,6.9,48.7,9.3,46.3,61.7,3391.0
105,20748,23521810.0,12156.0,38792.0,16684.0,2120.0,33410.0,114.0,480.0,8.0,64.0,647.0,1949.0,5.5,86.1,0.3,1.2,0.0,0.2,1.7,5.0,4805.0,12.4,38.4,1133.0,6.8,48.3,14.8,43.3,56.2,3287.0
107,20751,13138777.0,3106769.0,2343.0,1107.0,2147.0,95.0,8.0,12.0,2.0,0.0,18.0,61.0,91.6,4.1,0.3,0.5,0.1,0.0,0.8,2.6,366.0,15.6,45.9,60.0,5.4,65.1,21.7,16.9,24.4,123.0
108,20754,43684109.0,2131263.0,6951.0,2420.0,5961.0,482.0,20.0,151.0,3.0,12.0,162.0,160.0,85.8,6.9,0.3,2.2,0.0,0.2,2.3,2.3,879.0,12.6,44.0,68.0,2.8,74.9,20.5,5.8,14.0,356.0
109,20755,21701209.0,31874.0,9302.0,2714.0,5144.0,2124.0,49.0,261.0,31.0,30.0,490.0,1173.0,55.3,22.8,0.5,2.8,0.3,0.3,5.3,12.6,47.0,0.5,23.5,369.0,13.6,0.5,20.0,99.4,13.3,402.0
